% Model,FBAR_Sc30AlN200nm_Mo100nm_2p5to7p5GHz_16jul25_S.mph
% Versjon,COMSOL 6.1.0.346
% Date,"Jul 28 2025, 11:49"
% Table,Table 2 - Z parameter
% freq (Hz),"w_edge=0.20649, t_edge=1.0898, t_ScAlN=0.25398, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.23616, t_edge=1.9328, t_ScAlN=0.46646, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31752, t_edge=1.7884, t_ScAlN=0.29408, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.42666, t_edge=2.3908, t_ScAlN=0.32704, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26543, t_edge=2.763, t_ScAlN=0.47372, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=0.82689, t_ScAlN=0.31882, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.37007, t_edge=0.05, t_ScAlN=0.25835, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22838, t_edge=0.58157, t_ScAlN=0.46352, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.65045, t_edge=0.84315, t_ScAlN=0.35532, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26902, t_edge=2.0441, t_ScAlN=0.41348, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20294, t_edge=1.6227, t_ScAlN=0.3561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39019, t_edge=1.3336, t_ScAlN=0.36057, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.40822, t_edge=1.6571, t_ScAlN=0.4289, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.27578, t_edge=2.5882, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.36899, t_edge=1.7976, t_ScAlN=0.49887, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39381, t_edge=1.9257, t_ScAlN=0.36216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30808, t_edge=2.191, t_ScAlN=0.2516, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28913, t_edge=2.6501, t_ScAlN=0.34745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3386, t_edge=1.2992, t_ScAlN=0.3167, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21356, t_edge=1.4986, t_ScAlN=0.46069, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31262, t_edge=0.83409, t_ScAlN=0.38602, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.48795, t_edge=1.6227, t_ScAlN=0.37064, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.4971, t_ScAlN=0.23957, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31673, t_edge=2.865, t_ScAlN=0.42538, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20473, t_edge=2.5336, t_ScAlN=0.37291, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3205, t_edge=2.6406, t_ScAlN=0.22561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29293, t_edge=2.2195, t_ScAlN=0.29662, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25855, t_edge=2.0975, t_ScAlN=0.4745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25203, t_edge=1.1568, t_ScAlN=0.462, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.53724, t_edge=0.65587, t_ScAlN=0.38301, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22719, t_edge=2.5309, t_ScAlN=0.41866, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31515, t_edge=0.91567, t_ScAlN=0.48898, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30914, t_edge=2.5161, t_ScAlN=0.23356, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24037, t_edge=1.8335, t_ScAlN=0.21739, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21434, t_edge=2.1398, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35318, t_edge=0.6518, t_ScAlN=0.3702, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31872, t_edge=2.9903, t_ScAlN=0.32693, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28416, t_edge=3, t_ScAlN=0.21663, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.3659, t_ScAlN=0.29735, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31554, t_edge=2.5987, t_ScAlN=0.30806, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.49033, t_edge=1.3649, t_ScAlN=0.3893, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.0516, t_ScAlN=0.43216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.33297, t_edge=2.063, t_ScAlN=0.20177, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29453, t_edge=2.6365, t_ScAlN=0.24287, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.294, t_edge=1.6162, t_ScAlN=0.30533, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21267, t_edge=1.3257, t_ScAlN=0.36637, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22613, t_edge=1.463, t_ScAlN=0.29226, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22987, t_edge=1.5334, t_ScAlN=0.28508, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24024, t_edge=0.61666, t_ScAlN=0.49871, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35605, t_edge=2.2898, t_ScAlN=0.4385, es.zref*(1+es.S11)/(1-es.S11) (Ω)"
5.275919732441471E9,5.128220224466342-259.37387272064376j,62.43285412486577-1051.1902738428857j,10.904806354035722-5.191296190938391j,1270.9070412548056+1336.8594331998975j,33.025284436113175-1064.9180350038562j,946.3728113928784+1123.3302239893856j,16.56665097750441-255.73228115370847j,31.909020516198304-1061.169237254933j,55.01120613404144-1029.2166164514774j,87.75153196185329-1057.8255991165558j,100.72751663638002-1286.8204501313805j,146.82360640311177-829.9604438016909j,28.090520856616976-941.5797287174952j,63.01484391757641-1169.2423435752032j,109.0748446879265-896.5913547144783j,555.7598984069604-1177.0458729318211j,5.399053890021582-270.4647387077934j,276.4369599211981-1967.5568080446624j,2258.265617306977+3037.973719055087j,95.41565222115786-1099.1735187021584j,82.26869724553714-890.7488830172683j,162.32770737802434-1198.4143584341937j,2.367659333349789-278.6534660630935j,50.932722028708376-940.1069881883546j,102.03173297622489-1031.0024794891187j,7.626375012031212-286.3113475584891j,18.16471198585817+47.71267991983702j,24.862402889135335-1095.9002983053645j,33.93288297872862-1039.0020385824257j,73.28611313445036-1058.286459365583j,116.51525769933697-954.1733701592746j,76.21229466659295-1147.3065816464728j,2.327960771020802-281.1613302381269j,2.4454350930526636-283.3429285049949j,34.43906245522954-1094.9316103573444j,38.67961716710195-1083.370181095626j,808.372516864135-1449.3302378032806j,2.4369872477495633-282.04307327854633j,12.061744081798786+82.14577665422213j,131.4414266102756+455.08491909189706j,136.25035784288247-999.7689292164167j,99.91954714522248-1060.2882939517951j,4.514648472778225-274.1013127027049j,4.858490000558597-278.8790157989055j,217.9278118196432+529.3529599873639j,57.57858398427331-1089.2593101778568j,8.887285937049734-53.120471740371144j,17.503948441439267-133.8044076432477j,28.411037024849403-1080.620057190142j,36.414697894660854-930.9920360096081j
5.292642140468227E9,4.572278360824587-255.03378095754127j,88.09074027338997-992.552534104758j,11.62868758507899+44.06233458843656j,4413.157605731852+153.6573450448012j,46.20074986492504-1039.7169673953724j,2312.595390481799+1397.0947414689822j,10.529069467624712-260.4203024119551j,22.19854584736142-1043.8952927570713j,94.38438977489345-1014.4241479782829j,111.81141046115569-999.6305850135166j,190.69270497594832-1295.0227630934162j,81.5719544775928-833.0337772328901j,32.503360611411495-938.8780649139679j,28.218322746335478-1119.6608378734145j,96.94065385746168-842.9875802849566j,246.9756767882868-1246.150894068058j,3.047000209519702-263.7734313174414j,186.17173083844497-1475.2135167950082j,2788.5925760514106+1808.953759053423j,40.27131987274699-1062.3410066479767j,62.005668888998756-956.8763119648314j,160.14111926315746-979.3890866891137j,2.3126288447306833-274.66228161847425j,64.31099758006225-997.5576828973461j,93.30336137399772-988.6668603106058j,14.063049564952943-289.30208907614247j,18.110548019130874+95.13666138288153j,43.13233762591812-1083.732588058603j,20.645318793461758-1036.5113127219483j,52.27451303147245-1035.3764682506437j,368.7577922176709-1008.193059794972j,62.648402224454735-1109.6149156612164j,2.3196641660346353-277.46790451250143j,2.5457451130895405-280.7909646206609j,25.12357169223449-1093.5109590300528j,43.12065987262218-1069.6963159154873j,408.620899852729-1631.9818106709383j,2.4333598713909415-279.39333518392544j,21.60625491491424+132.18875941551087j,301.75455323682064+648.6798793703836j,67.65165435468248-1086.1916517166662j,75.32144482405728-1062.7602419280468j,6.058357166695052-269.9937534636816j,4.654432128031003-275.28691202781306j,314.46001507352787+143.52613167759515j,59.42159416574786-1082.76917475683j,8.778891920914807-3.076051077578391j,8.153399245014915-104.63560294434153j,23.178698820622362-1072.5407690301397j,45.952147458024236-921.427416214884j
5.309364548494984E9,3.8394002613351956-248.83435406249214j,177.51753070638358-959.4510965866828j,29.80695476528907+88.7924798512295j,2903.7440321839886+355.6002236090675j,23.12970774417853-1028.250579961942j,6459.333197316355+700.2896842120552j,8.754567474829576-250.40270373207338j,23.72741921417737-1033.6600477593054j,71.26109314670619-1005.3061176247011j,234.14865281112702-1090.351443271701j,210.41127417279867-1280.4379904858274j,152.7054461155175-811.0335367574888j,22.21134106396821-948.2765518259932j,24.396607474218804-1104.9020087550757j,461.20432523418947-861.5629485368058j,186.0781409392863-1259.0877355498517j,3.9630610989044057-257.5117248464521j,199.0826800761786-1298.3343657267649j,8300.823636356306-1862.4177200732058j,62.91332828849059-1051.2144075327087j,192.1936446028724-881.4343264780772j,185.06709750742894-1006.4789745860161j,2.2374326164222778-270.60371981147523j,58.51469795831364-938.808275596679j,124.92543591436642-998.3329832475448j,3.916473344946134-285.036503076998j,37.21845924768498+161.46311009119538j,27.64054617852779-1061.3009375927545j,29.680313340298063-1017.3641898393663j,130.70678695289388-1089.3907594256611j,185.36739745906493-1069.0945612544215j,32.72743766916274-1115.6267591562819j,2.3217597666099454-273.64785323454055j,2.4202810024386667-278.2393550858785j,25.080848268286893-1081.1659279038242j,31.195864757430744-1033.9197482517425j,1222.4252129352692-648.9466053250244j,2.3184323088091734-276.6595209672275j,36.48509503834742+182.71528082491014j,273.79862412247434+601.1568113902332j,35.61019175582465-1021.2153932657712j,120.11540135430155-1093.1341383113067j,6.151589735680012-266.1829491118211j,5.89237276047286-269.2991386144546j,58.42783190882572+321.64319893919213j,54.44000249060022-1021.1412507619976j,20.157853097152135+47.91141514647273j,13.68157220844706-62.14143682354392j,21.019965403023733-1062.970754292459j,37.83073087814465-939.0254948360315j
5.326086956521739E9,2.861259442150721-242.42739897901143j,63.06043061264485-1059.7685572492926j,33.86951661570043+126.4736946499321j,1209.3637691004988-3737.1415931616407j,28.053922847288554-1031.9741083400675j,2809.4328684734674-3077.7290887142553j,8.276210126161278-245.41438869600753j,30.629955488507473-1015.3557585434578j,44.89953315590244-998.9944330287656j,88.69601883820752-1017.4709165954879j,77.59409898820579-1202.1247977360383j,553.2764753848802-870.5113011177808j,22.496383284930324-927.0053452311298j,40.991894060526796-1091.204359812236j,328.508931542769-1091.8287349894545j,180.50168541045142-1193.2994553538758j,3.1970686770751082-252.72096852822816j,134.18036268504005-1386.3833735952835j,4401.1130129520825-2214.688928653268j,46.69908356538172-1038.6584777112992j,209.71794549105087-928.3037773417045j,492.8676843186819-962.9045251744662j,2.2205242390425313-266.4537685129935j,67.34041626692928-940.5809001062112j,121.37005604595375-1022.7929693065252j,4.957984401637303-277.37886498905516j,90.42978909484479+196.66324600735837j,24.89110446595749-1057.1692695498355j,22.700598253735574-1008.9920091601318j,127.0009390543058-1037.152195431195j,136.35228685625376-1054.3786890274416j,56.09993174421048-1057.5383692548899j,2.4779792145766986-269.488032863049j,2.3658709059610796-275.57400083994673j,21.16386597210007-1073.2955200888184j,34.19394319271698-1004.1828826439003j,855.5515592364465-1058.9205580581995j,2.260811943846899-274.0930416037773j,33.273960086310886+263.4372989147832j,469.62171841152247+586.2381724886975j,80.96253035789566-1048.616673663763j,33.116337289510234-1023.8413107018878j,7.992377661683632-261.87739120210756j,5.247055669927304-265.1885080438967j,127.67650319049453+605.4816847338718j,127.77103956475247-930.5813025021918j,33.80271993974022+77.653762782483j,23.155405058135994-78.097432784542j,28.668913924211598-1060.0585596062301j,34.70636028109729-895.4846647861584j
5.342809364548494E9,3.014543378057725-235.6821239829212j,59.50173932249477-1008.4470688659234j,31.037680122111066+192.98095627870208j,584.1402198432556-2464.6073981174254j,27.023180379529215-1017.901213738396j,1609.768107272061-2152.5281288202036j,6.860751059629047-232.81252763052265j,20.05953740072763-1023.423077868524j,26.88997432004937-953.8010440241973j,70.7740154915058-1013.9039129438312j,142.81733718873215-1139.6820697967803j,296.2195377919781-697.7731120332612j,29.93952246843021-905.3660983628589j,25.51257917212823-1084.1216798216713j,124.50095417923349-1138.3166096808145j,165.7209819943148-1115.1635715230664j,4.136493437950018-246.58564284719643j,168.75222676863953-1403.3757982318382j,1695.0730348397437-1292.175958774961j,54.44429197093432-1018.689144141367j,134.57868932799488-934.7833216937372j,153.5088888759002-1003.7964895347087j,2.1594470338685823-262.1356657170887j,120.94987420124669-909.4417202600877j,380.3331988336128-1004.5836726403242j,4.496442419271738-274.7477905236323j,45.17999022623627+267.110853088756j,32.214405295603704-1043.0150143218702j,25.6134727356146-1014.2238381798437j,219.6077167004131-947.2969907369736j,80.78112392808256-997.0630573407681j,85.68238462090248-1094.052343352384j,3.5438682148638323-265.80446584595705j,2.3450096617588767-272.85939017833624j,21.306837964388393-1079.842820202805j,30.78437110551952-983.5126079637863j,705.2387934995551-1707.6907766599065j,2.260511460761271-271.2776075306332j,120.26635885233308+410.7546145137774j,1401.8785290153194+1567.2184379272867j,54.09879276620487-971.4351228455605j,55.10792255197671-1008.2257992513815j,18.68824429532868-279.36378227808143j,4.845597741659401-260.20161108587223j,178.85458959492348+683.7617266802886j,69.58530615907436-938.2649515557682j,39.16004907309625+139.5193497553034j,8.506314597917731-49.16879982826585j,25.145591087767585-1052.764442938502j,38.86284743071884-849.904723215503j
5.359531772575251E9,2.9753977232001767-227.51363989966464j,86.8739953977832-993.0209397896259j,39.186030710381594+295.6963640669827j,544.0102360050279-1905.1264133598304j,28.060532331849384-995.1695752246562j,717.4408740340508-2222.602600204984j,21.196105227444587-230.71072874361468j,18.30919859746502-1013.1125830351631j,30.55089338740504-916.5211814036703j,118.18940800374502-1073.7076905664499j,121.86036263181833-1152.7805442237723j,150.91139365454868-658.3587058133928j,29.385204437792414-904.6309139752759j,19.48573344809324-1076.1084111919706j,158.3840061257359-1128.6254454131133j,271.9104230460617-1070.898183814103j,3.7693744944729417-240.8189500581656j,85.15827841383067-1265.7375292454878j,2687.897777582918-2791.1152706825555j,71.55482654523392-1064.532766425824j,82.38625362067464-881.5929085734715j,172.98660040467422-1042.0409492441727j,2.149368358791251-257.7296868382253j,48.273554440689026-913.624587510217j,145.42551674441154-1096.054438399288j,5.38921671856034-272.55443220126307j,63.09455274429832+386.30352694818475j,27.46817005565814-1042.1457379192307j,18.341894140300283-1002.6356135348923j,69.96758175698983-1021.422861019657j,73.25327804696285-1004.7432595550604j,42.03221383418641-1072.3013609502016j,5.961704356679401-261.89729958560036j,2.3855384217339113-270.17146175184797j,19.642056624851044-1062.487607895776j,35.35910741403997-948.0616897836632j,472.3751594958451-1355.224081981854j,2.3089578449919475-268.4999084400917j,84.7342888242314+464.62957822642363j,1279.3673659763406+816.5239076273177j,53.315358958543584-951.665942531684j,58.888747192116085-984.7007351520876j,11.53428430318166-269.7993194993574j,4.076195531161616-256.17442292220534j,638.7579202307684+1031.1182525577842j,106.3463231457132-1023.5044145731908j,49.65823232856153+217.29818404117097j,7.627538284412236-4.193656539569571j,32.520388243501-1027.2608300361064j,88.4204850310695-885.7542406006901j
5.376254180602007E9,3.0771539166175144-220.7943611383112j,90.6449856449557-984.8930617828272j,95.09839140249873+445.0434053819803j,532.8617360054212-2207.1283010907023j,19.057847382273604-995.8918356462958j,657.0954251928089-2232.6581064720326j,7.080912472275691-222.2527115404368j,17.458999277087777-1001.8168809291694j,87.21365817034795-918.5292696256532j,52.16244144004552-1018.2680483165514j,83.20972507907742-1068.489563979726j,239.63127601725603-766.1574314921213j,19.13925045553114-882.1117052966341j,27.775603757650913-1072.6462067907842j,87.38941383285966-1101.4792258194257j,145.40523724179917-1191.9457809960425j,3.1766278639131293-233.89972791208777j,88.34205049720279-1195.117686004212j,917.9077267800857-2574.3281014404697j,24.928286960134017-1035.409528171985j,101.47920625064143-871.3015090950661j,289.9347268780574-937.6395578174883j,2.1336082306192616-253.22378679048074j,66.43109604094334-936.8693257748754j,103.01709226594119-979.6996283765319j,3.341951507531786-269.3023916438237j,46.01660034133408+490.13857825026065j,22.60543007147835-1033.6276318786136j,27.375447139555824-992.188497047032j,41.871119593045066-984.2726023394731j,42.852859172249964-963.8613517632133j,44.03079951002753-1056.8750900935722j,3.7316095439217842-259.79178969313614j,2.357734912318038-267.7591655037595j,30.983631776987604-1054.2293510281763j,44.47569307798763-922.2239219571929j,740.4793191437842-1013.9815765926454j,2.5552753085151942-265.64050979500144j,131.9676599828652+600.1208491787678j,452.74687876553236+1145.3031683337806j,69.4546267342697-989.5374955979761j,129.11895288680068-1008.916376341816j,5.2137138248440245-269.84152495613495j,3.614991111988857-251.50308554367243j,339.282101288837+1375.209322226557j,92.5237818219013-1049.2808262317299j,58.61182398907798+274.27929691318843j,15.588636030897048+32.348285864304174j,30.843175293066857-1037.3739240475995j,85.46382928714787-822.0248983672678j
5.392976588628763E9,5.0143156102484-215.23072951592766j,95.91746044476946-987.8251157247953j,109.81188327193426+479.25196979696375j,125.97253268551273-1727.2219426257502j,20.023850476114166-989.4928848669741j,380.3277082998543-1750.9391601506877j,4.9727126519725715-212.89762744602373j,33.11718444200724-1006.3902389779133j,53.96679495337781-886.1089917298896j,44.84909828675953-957.3981984977294j,156.99278797955407-1087.867440003234j,540.1520689233655-750.0118808831071j,17.457394423728093-848.6388195805781j,27.283716458972126-1057.6604832778023j,101.04676882918571-1098.1651026208665j,84.27298310920483-1141.6314635844903j,2.7617912708428327-227.10737504275033j,126.85484327775816-1193.870677063032j,520.1706714949962-2102.657878703036j,61.86126968383662-1028.4411033287552j,74.08077511087059-891.0386842057553j,256.62051382063436-1130.7706523982217j,2.1038922796000556-248.5202805204432j,67.30177031306253-877.3337909080753j,91.24088967157013-1038.4219330316976j,3.448937517927782-264.48812909908867j,186.81277743263055+647.9466357228038j,30.33012255047674-1004.6799820934666j,27.01290168310134-975.3403446277334j,48.88865008793488-936.2530528436563j,114.81461103279103-964.809852096734j,52.39758868700342-1065.8790799686947j,4.549085954818333-253.82684501348842j,2.2331669161859877-265.04274542152416j,18.632603126260435-1056.6772992063477j,70.19575801346845-951.5942567224787j,1192.185430011106-1250.0668674918004j,2.8414320160148634-262.72369688021047j,337.3336941217922+995.348813831502j,936.4016745114827+1372.7667278582956j,35.337937137524975-950.6562122817643j,108.03038717113704-964.6760899320356j,8.897017430512559-265.92688976055234j,4.596141262217409-247.44819966218262j,709.5492264107247+2375.217390572857j,70.40997356867773-985.4744092540005j,63.335267190737135+421.285045160015j,17.907983925723965+87.26066486421315j,29.12662933861414-1041.419284728492j,212.24912334557357-892.5694067339708j
5.409698996655519E9,3.6063764064476582-206.24976024947685j,108.85259538148138-1007.857832344128j,113.60127671619816+658.4190346572162j,104.84261548987675-1512.638123628974j,28.274514317089047-985.3454473177438j,409.0987484729312-1326.8596474203339j,7.408717423885469-196.35626002202446j,21.488217439684497-993.4820457977698j,35.429886953250005-874.6272548167501j,105.67912108678908-957.625788530983j,43.67711865548632-1087.9305735490361j,251.20358460529192-774.2670329079028j,53.4295327250705-822.7202952156861j,22.511303409718977-1048.369955899743j,95.31148568284377-1113.1620234951738j,52.125106817897645-1086.0633950195504j,4.356164707799479-219.03996316971015j,60.794883308956-1133.0516118841122j,194.8601268031648-1779.6168965059453j,50.98066109250412-1026.6285764239358j,50.05263999377657-890.4053429882839j,144.5231503659469-1082.724553782228j,2.1378604133666514-243.607433976389j,55.51755221989402-915.9899186841459j,45.66262242116904-913.5460326109434j,3.6568581416819432-261.9856637519989j,187.8518208988855+756.3417658939724j,25.0088544657414-1012.1671539327054j,26.08516934247823-974.0452317461462j,100.40871383696631-931.301959953268j,92.48596562175072-947.6931512352477j,53.950231866621834-1082.33522470032j,11.06564569656935-256.25697470372296j,2.1930100213228108-262.1842187696017j,18.89025513684644-1051.0114352294934j,92.63683160901394-885.9695315684695j,331.24452440148644-1233.068511734869j,3.4105073738593608-259.6619789196045j,464.16167802243444+982.2203303805195j,4843.621195389718+3581.891975638788j,38.99911950462016-945.4578640424328j,63.17477712826957-1027.942304419038j,5.685696761643608-259.18333053270516j,4.635157600415916-241.68772518213882j,4677.308890909423+1826.2459114525639j,59.11541971272737-932.2636409237082j,204.18012313327753+622.7360944170855j,63.90659091346747+192.9111178949618j,17.479355515175115-1028.335298168808j,103.79772582510428-1008.2354590817177j
5.426421404682274E9,3.046998311294928-198.01244745373623j,115.81644646788385-1014.8495673988117j,189.53957869686786+742.0233673468902j,87.50605554389158-1371.40021876628j,47.16087642994158-961.999319674064j,444.8628678182051-1562.567695722986j,7.035282065020318-190.318287405639j,34.53185484114893-987.1064973376713j,29.03330750055947-845.0533554844591j,63.29850243481079-1016.997708546924j,69.6367611039068-1042.131759954351j,678.707605858213-806.0337022745554j,29.824709791065505-775.9443314702876j,19.848102125651955-1057.4799598419518j,125.20154288931643-1046.648643294821j,61.93547701901668-1021.1036304045497j,4.185175819662392-211.20915589216813j,63.43621826136683-1101.637970885272j,262.9242080181015-1412.4771324779783j,73.26433724041541-1034.8869852712005j,87.31872265207433-871.3437402848514j,54.6253582946393-1036.742805031776j,2.1976431530642473-238.51423404322057j,59.77073669594551-842.3142555625028j,71.59611604340508-894.0313805638552j,3.56389808409502-259.2502159938667j,295.0483162694997+1223.2274246177074j,24.33154112231433-1014.5356477686764j,24.375251164057772-977.4777359642817j,138.08912653106518-948.0827375163437j,96.4927379939102-1025.5546014242682j,72.8017401726906-1086.7952589800223j,3.9174320735982255-251.36608118044828j,2.1328898162840018-259.3845505859489j,15.381331747872359-1038.6546886875053j,68.88471578285777-968.8353043285193j,766.2783083428831-516.7584561116573j,3.2117457705718273-256.11382382699315j,649.9206186175029+1145.332447140001j,2679.1932496523364-508.2121364472917j,27.787335803775036-909.9812015279992j,59.65642624244546-1025.842687490267j,6.1604333440919685-260.54544515251246j,4.444422076676672-235.69342033986j,2212.4285882940967+117.01756454830772j,57.30031396129474-938.2645946522213j,325.5322373988898+444.9648802196469j,154.37767028961068+203.39518731459611j,15.540626633635576-1023.8850893312303j,131.60653532099354-891.3139690907516j
5.44314381270903E9,4.946510072393649-185.64033908929466j,102.79800572778173-1052.4764511611709j,266.95534316129334+867.7702791365356j,117.24811511276704-1217.0594392022263j,28.361553600774776-961.3098055116435j,335.62907469375614-1286.9983177244237j,8.568816475826708-177.02574117535315j,19.21634379637727-982.0739543309991j,66.88246699280107-793.0218907021372j,30.80841761503292-1010.3254718397349j,34.118841665092724-991.1633265869559j,579.2565640917439-880.3563183236247j,89.3648175786613-792.485164090411j,22.924614062963183-1036.7791861015664j,96.07216973687667-1070.5528036637672j,73.69883392906401-1019.1499698684893j,4.365999882766338-202.86915700031832j,36.440928314734876-1041.3341253686558j,142.24862963442845-1350.5192046351922j,33.90336275655925-1009.3377279813299j,89.98745769752112-910.7164930796442j,102.31532972106814-975.5540615173143j,2.2818009819013416-233.4363076360518j,60.183718147500755-873.2578972126674j,113.95996960900578-928.1759807154812j,4.702655410407785-254.85483039360264j,531.0181719330673+1434.2304177235455j,19.296003790233232-1008.35102494043j,20.237938271339118-972.0540413330715j,74.88569765010989-952.0487328238605j,77.71829196606967-979.9584131319876j,22.115510832126137-1065.734205751722j,3.916083433830198-244.6230687735652j,2.088032080353049-256.5048911957368j,19.10139478176167-1029.8989997923406j,33.20364732690006-938.8197672890717j,844.1655295036376-471.03393224986985j,4.137596193629762-254.69327858966017j,756.3585775019114+1675.5453887822016j,3940.4820281718917-2305.8802747304103j,43.88205523894486-888.6189644435335j,37.77759832650053-986.1578122365584j,5.281360143198138-257.64831162554356j,3.705357997960328-231.96208083131353j,4662.915616480586+299.49816736651474j,47.282120721187106-912.4957953594345j,676.6271613936701+795.5138710894087j,57.96037913971716+137.80334312519855j,16.8785132110735-1015.56521189282j,88.82833402339516-927.5474861536792j
5.459866220735786E9,4.095074746531504-178.98088536638275j,145.69757044032784-1003.3551021602748j,431.02860645107484+1209.1303165485933j,76.56035879753212-1170.8146422680234j,33.16606402896695-952.4656239668811j,561.6382283458607-1628.3579325324495j,22.447510528745735-165.37583679115107j,19.704265201121945-972.2473276281678j,74.20399628078282-926.0112406855731j,27.283618361055417-971.5673018054426j,52.07057580773863-985.800919656236j,610.5543846955329-1077.0255484392928j,102.21919135796524-617.6158550136442j,15.694845912619376-1033.222147640957j,94.53425187911414-1119.9906942607715j,85.30316915486355-980.0747158150656j,5.843172120398743-197.84161628296002j,102.86836047754302-1011.2138324825968j,324.14787545726296-1159.7326228241984j,29.679416620441796-1015.6983720639947j,44.887007100726095-843.2361092300242j,39.054591232376666-974.67868697389j,2.2155634643336932-228.00755624271923j,124.97095576195947-827.7650556958515j,90.8360788545065-930.1604776649014j,4.378855241869718-253.5489749856895j,1301.265646090247+2238.430640665588j,22.34521702577747-998.4342290959652j,17.942998708599244-957.6418697567697j,87.03713930288878-960.2772524327637j,48.736501431169486-961.7871933881981j,27.341964591720515-1049.6563142316404j,3.1242897379873145-240.29712566541122j,2.0749969498444516-253.60100790592034j,21.067671118756216-1020.5315736667209j,38.57806437880044-913.2479549450821j,617.9026960817058-1690.6225276867124j,4.365672356091127-251.63899423113335j,4288.884149871862+1156.8358421640025j,3020.293157556866-2243.9009856564626j,54.867416158298546-891.015138807224j,26.10690169513801-978.3754537332894j,6.504618583496653-257.2247679514767j,3.7655787964833407-224.56071416080695j,2987.853683480496-2991.9991267629484j,33.12019288792154-910.0071724220538j,825.2745921008881+497.49227700878583j,101.85771889995739+220.15240992454898j,22.339816222140506-1007.1027462726258j,118.84771213458751-829.8330553091714j
