% Model,FBAR_Sc30AlN200nm_Mo100nm_2p5to7p5GHz_16jul25_S.mph
% Versjon,COMSOL 6.1.0.346
% Date,"Jul 28 2025, 11:49"
% Table,Table 2 - Z parameter
% freq (Hz),"w_edge=0.20649, t_edge=1.0898, t_ScAlN=0.25398, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.23616, t_edge=1.9328, t_ScAlN=0.46646, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31752, t_edge=1.7884, t_ScAlN=0.29408, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.42666, t_edge=2.3908, t_ScAlN=0.32704, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26543, t_edge=2.763, t_ScAlN=0.47372, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=0.82689, t_ScAlN=0.31882, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.37007, t_edge=0.05, t_ScAlN=0.25835, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22838, t_edge=0.58157, t_ScAlN=0.46352, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.65045, t_edge=0.84315, t_ScAlN=0.35532, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26902, t_edge=2.0441, t_ScAlN=0.41348, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20294, t_edge=1.6227, t_ScAlN=0.3561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39019, t_edge=1.3336, t_ScAlN=0.36057, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.40822, t_edge=1.6571, t_ScAlN=0.4289, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.27578, t_edge=2.5882, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.36899, t_edge=1.7976, t_ScAlN=0.49887, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39381, t_edge=1.9257, t_ScAlN=0.36216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30808, t_edge=2.191, t_ScAlN=0.2516, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28913, t_edge=2.6501, t_ScAlN=0.34745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3386, t_edge=1.2992, t_ScAlN=0.3167, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21356, t_edge=1.4986, t_ScAlN=0.46069, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31262, t_edge=0.83409, t_ScAlN=0.38602, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.48795, t_edge=1.6227, t_ScAlN=0.37064, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.4971, t_ScAlN=0.23957, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31673, t_edge=2.865, t_ScAlN=0.42538, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20473, t_edge=2.5336, t_ScAlN=0.37291, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3205, t_edge=2.6406, t_ScAlN=0.22561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29293, t_edge=2.2195, t_ScAlN=0.29662, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25855, t_edge=2.0975, t_ScAlN=0.4745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25203, t_edge=1.1568, t_ScAlN=0.462, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.53724, t_edge=0.65587, t_ScAlN=0.38301, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22719, t_edge=2.5309, t_ScAlN=0.41866, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31515, t_edge=0.91567, t_ScAlN=0.48898, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30914, t_edge=2.5161, t_ScAlN=0.23356, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24037, t_edge=1.8335, t_ScAlN=0.21739, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21434, t_edge=2.1398, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35318, t_edge=0.6518, t_ScAlN=0.3702, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31872, t_edge=2.9903, t_ScAlN=0.32693, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28416, t_edge=3, t_ScAlN=0.21663, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.3659, t_ScAlN=0.29735, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31554, t_edge=2.5987, t_ScAlN=0.30806, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.49033, t_edge=1.3649, t_ScAlN=0.3893, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.0516, t_ScAlN=0.43216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.33297, t_edge=2.063, t_ScAlN=0.20177, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29453, t_edge=2.6365, t_ScAlN=0.24287, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.294, t_edge=1.6162, t_ScAlN=0.30533, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21267, t_edge=1.3257, t_ScAlN=0.36637, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22613, t_edge=1.463, t_ScAlN=0.29226, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22987, t_edge=1.5334, t_ScAlN=0.28508, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24024, t_edge=0.61666, t_ScAlN=0.49871, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35605, t_edge=2.2898, t_ScAlN=0.4385, es.zref*(1+es.S11)/(1-es.S11) (Ω)"
5.476588628762542E9,4.334762704410363-166.61380903962697j,84.03894146554507-1020.4858340034893j,537.2579305569492+2405.6149670527084j,43.12992657356646-1116.867502478989j,27.938119088615338-958.4883271169531j,257.97132005311033-1348.4473533394303j,7.397014343022712-163.6976107467913j,17.629411781414916-962.96509109775j,24.239786404926036-847.0848037517485j,26.070122870177915-949.68677762884j,32.59587493439766-953.4903178975117j,165.91562640775254-989.0777539914523j,482.57849909405246-615.6105502558229j,23.879159408738246-1023.2103184101287j,44.373608071334075-1067.8261721712508j,36.25358655652343-1003.6065327938344j,4.359012837460187-191.22050400095077j,65.06641594265845-964.5148287132163j,185.2511170701881-1137.658575298571j,22.665330376779135-994.9391141043941j,44.70053232909936-783.6481263806583j,40.083892391518134-928.2549682003341j,2.258475005634832-222.40371751244618j,175.03278398534556-777.719574028942j,214.59147964251497-946.9896433115435j,3.87047415483355-249.67103651615764j,4951.424464897374+1833.6642287194848j,17.890089402580646-987.7299472947229j,25.930085822100583-947.2714574958729j,57.01420340272624-913.3214827774174j,34.875807769978785-994.9040670367389j,31.21480240164975-1037.7772314380238j,8.214114585913501-230.96590616001103j,2.032431497326151-250.62109440126926j,18.64337959986847-1016.9676367366069j,37.105029585517705-899.5398220813236j,191.81770884056633-1274.4427440716931j,5.073601005136358-247.32430132868373j,2196.641750260172+526.8149732515599j,930.1436265564205-1675.215545592233j,92.51881334760895-855.2205895212223j,31.643983022673435-958.099748841047j,3.4695555404919323-256.20374810505217j,3.3234953891431487-219.48847181103656j,1438.3709178317595-2724.112619692365j,77.47393156377724-892.67300649321j,868.5969108946699+456.392479658803j,99.7016975952968+367.7495284301978j,23.58622222511243-1005.2820072285751j,309.75220630156696-710.3567894369534j
5.493311036789297E9,6.7318744757261-156.6744775156816j,54.90394670023129-979.1705014665159j,3948.212590506482+4486.220078500493j,46.584332243394954-1058.9939267620941j,23.834657653755187-939.7114287875572j,217.9317407635893-1251.4207519098227j,8.649737469997799-143.5143947050781j,21.760869268670266-956.271462487765j,18.873324178846435-818.8303633204548j,22.148288107500395-932.0754477674121j,54.03699865215184-935.5403690780571j,204.8473374622378-948.9387771814505j,266.59537513698507-1015.3216311231679j,15.184149198486974-1018.9501908070615j,35.33054449535516-1064.5801523231742j,62.12179101004084-955.2634016812707j,3.506607538855285-178.9289855479119j,76.78387498545877-985.8307640176929j,92.89185148149942-1071.1824128008159j,24.464013664800895-977.4416257465343j,118.84789213685222-749.7263861939535j,72.77029410907586-957.9364945456196j,2.295507332284779-216.21133910504366j,244.3057981105144-762.4622396026838j,104.7668561374199-1020.880539785692j,2.489921251260103-245.1080495992673j,3665.0810382744985+239.8842964687217j,17.982206002940664-980.2850824293216j,25.41281151435586-939.0697578982168j,70.51452855985254-884.2644195535829j,31.003546681008256-982.0291016929474j,19.013815140987646-1034.6845173956149j,5.120635787742554-238.69090532653314j,2.00970876035407-247.6048197097723j,14.228681132860427-1011.7237594756305j,25.423564448795688-883.156303966353j,339.4143784723497-1159.5622156907455j,4.96471776771822-244.78537527768464j,2519.360534933737-67.60279286794514j,628.2135854940921-2631.9538970278095j,48.21050361435417-839.6245876008494j,27.659835053399142-951.2825179419663j,3.412475152155456-252.73338985606895j,3.7877431208591794-212.8025467893157j,1353.346829502619-2364.9427112722487j,54.35708944663615-840.7562372097059j,780.3824624019243+497.4266524608611j,90.27379215862199+345.04962840932365j,18.731229732825533-1001.6678533386694j,300.60056931874203-835.6914161193555j
5.510033444816053E9,12.744805871054961-135.03466739438227j,23.881160859393475-1023.2517019123815j,3847.0323147707563-2368.984861660544j,29.7387198674054-997.4476822274017j,37.096810516572596-944.2134395860746j,164.70024232096762-1210.638306927896j,8.51425236230493-121.71561150173868j,18.400774804839976-960.8949060927604j,17.975657365172122-797.7478505693847j,38.24964012623061-926.766090611433j,40.52219346144309-937.775532287611j,390.1050662361672-1181.631624640325j,253.07719562925266-1038.6368758085096j,13.324640922459695-1008.606295668602j,28.054955725105238-1050.5288272115506j,58.22213489796758-937.4484460390377j,7.70796982949164-169.41222206149132j,32.5092956686515-947.8349556408177j,184.98968796741713-1065.4003670309226j,27.674556478958035-978.9938077725313j,296.39269935153817-823.1400539708944j,22.84576379168115-902.065456074954j,2.7093865175145937-209.6980273263095j,147.18464377844-1089.707234702084j,39.76458858142436-960.6118840976436j,3.137615980283575-240.43109428459192j,4203.131336478089-1577.69687025249j,17.058555930644527-976.4292599514143j,16.23821111570898-938.1940115724556j,86.59999511934373-955.1382962954177j,23.380154817142817-944.2894091492986j,20.208130201484707-1016.6420790832743j,5.466613058197376-228.9364030232953j,1.9883102152116783-244.49317074872442j,15.72279925975567-1003.3840144207581j,31.863423171726467-871.842800596367j,620.8365729500672-1357.4191225159166j,7.504565838142873-242.1969402211872j,1726.3653654303291-659.473426882167j,321.71578380819005-2175.3807256543287j,132.64342804478053-813.5036284758353j,25.958927192094137-942.1550102915008j,3.001133452928901-250.6390297671767j,3.344962537896627-206.7246327229616j,539.158809900296-2343.101247275755j,82.918139747607-862.611925344392j,531.7078830347776+852.6370058554343j,120.366980659322+549.9418045929979j,14.764605732673324-987.9943335611616j,140.82525834216912-1000.9047246427235j
5.52675585284281E9,13.158496688330262-146.43898092973214j,42.843059693752956-980.1616311565555j,2343.8058865512803-3777.476851341621j,30.90515827218996-955.9915895782808j,45.41316635971697-892.7865590148762j,151.72173892860877-1067.628513087296j,44.38616767550139-119.16873336577073j,14.154612594065439-949.0943241718309j,29.66113088321632-767.2702601398767j,35.46443909968921-920.9646316234675j,92.41057362812597-862.9322003099418j,92.46912313236962-947.6961620312431j,109.53999112497597-1082.8758170215742j,16.56233776625073-999.9269768968676j,21.839347406796204-1034.5961985691952j,29.422716472653327-931.3864328842601j,10.664340752022124-155.1493588229535j,34.69162414645091-926.4595634587274j,107.29094244102248-858.4770123216621j,19.300563412009925-977.7967925094163j,163.89139262958284-816.846541468448j,59.22763251535066-867.7114508687677j,3.8120736738088783-202.70801960723762j,76.09053920778702-996.811663799557j,75.28599700043335-906.386326097913j,4.701175006893922-236.88695730142993j,2116.7656382434616-2603.54649859731j,15.989590604705322-970.1012971687522j,26.74835155667503-936.1524854631855j,30.57943213303618-883.8923289699447j,30.589728452233302-934.8791342952619j,20.459863944894117-1009.8791868646188j,3.5048322369180416-226.67101368225374j,1.961994646611602-241.34283297065863j,16.789076004085924-995.4550863111363j,19.521555015022795-850.0630985283425j,116.8292600222125-1169.4515687078256j,15.70818988727081-243.93747205417978j,2849.7647458047877-267.0704505897053j,171.3143664058875-1817.076717608454j,120.75137871041453-824.5915156337747j,27.071969359171863-939.8510019612485j,3.445482229415565-247.57268648181628j,5.227551047113209-200.67040988782512j,335.4375703801436-1941.9861295366145j,87.75360849037943-882.8971266993141j,1165.7587692070588+1615.7550427876185j,204.2766037647415+682.9430619126915j,20.394904683351587-982.2932890464839j,84.06721347093168-1052.6206258146378j
5.543478260869565E9,10.306986503627089-132.4809938521214j,33.878694662215096-953.1897666053314j,709.4978295658957-1822.4021667013856j,61.38191228721222-911.189377940317j,52.99677681926076-923.4250720070495j,118.89410695520728-1005.4712945125686j,25.976134982052443-112.21873720897355j,15.448865868682377-946.3821823170571j,22.14318619084439-764.2447625676124j,19.16295057506273-922.7139883845008j,46.806608336630525-931.0346027437441j,267.54545205764515-897.7772232916288j,82.92764442029855-1054.974960635856j,15.49570384674582-997.0978089234499j,22.407887340708093-1025.3635680675673j,33.71060026116257-903.4047575385536j,13.395723591251144-154.61461547611893j,37.585294049821606-914.4846255534247j,205.10035362939036-1031.2529674667478j,22.8359022564856-961.4602459617515j,332.58793200981677-869.6653674323979j,55.94603344660249-851.7793970656086j,4.5192332920441345-195.87017858300965j,58.70314277192914-972.7093188764162j,67.45535818709475-966.6234194448152j,2.788550519859851-233.19504183939688j,1036.4476187945074-2332.1884819655984j,15.14753999354837-960.3467606211468j,24.74625480725105-925.0172205781529j,33.643163967946265-873.656355098619j,23.681825283775634-927.2460025086157j,23.32576377454442-1004.8825878986952j,3.8249644481512735-219.28287566173208j,1.9462404281025572-238.09235805051887j,16.542496890683665-985.3145612670729j,28.24175422684475-830.8817799356866j,177.41450540233524-1042.5037478286595j,6.257807651491556-237.65201631402252j,2018.104481650561+58.65567264814129j,139.36026952747335-1495.9588392432456j,156.50159913434288-893.8015571579373j,38.056776528795076-933.7602907982648j,2.3476030612113323-245.31756044725265j,5.285576208103051-192.30284702668516j,192.40096507397712-1673.1296768055577j,199.07149854029004-879.5535007350915j,3511.0166895708203+2236.0794545354897j,312.51059240757564+349.4853161924142j,16.98899825093407-976.9578391945383j,86.36164661278714-983.4003524367015j
5.56020066889632E9,14.876490904229186-113.27122539798196j,45.953195856345786-985.3531074279605j,2201.7872270296957-1219.471445692252j,25.520698733088214-873.3786413473495j,61.65171305212778-918.9608561461785j,141.35686605268492-1020.7116477234059j,6.852174476850204-93.50806985496138j,14.421788463770369-938.1354093847834j,34.5061741479765-737.6971003874293j,19.814558210691743-905.4660392261629j,32.64880090729542-899.5270515436434j,152.92179171581952-1089.5638616759397j,144.29077189023155-990.4872817838135j,15.947045290615288-988.2293028278042j,25.61750359298824-1007.0524079671404j,27.209140997791508-891.9997637321568j,8.09094206293211-143.36313618514873j,41.221343478447466-894.114993895449j,118.71213892943696-1025.434288759121j,18.896851827817297-957.6546459785197j,267.73257253344417-932.7179618945291j,41.979213155139526-839.4964434427085j,9.452250072803393-186.19836195934542j,78.2017282805808-975.1258416388895j,46.42931724307158-917.4214343799285j,2.518506107771033-228.6932302771298j,588.1323310515218-2094.4247495680197j,14.152472034010552-952.2979444515553j,25.258405039349434-923.3339280177335j,75.91471356029292-907.7485041635065j,39.72433951912918-905.9320301651455j,23.479704477642617-995.3753456521981j,5.397392602359732-215.1821824481948j,1.9489667616952735-234.74518488845683j,16.200341369634444-978.1812897466108j,21.9216832152773-835.3847810995034j,61.85178144643556-1104.879132795139j,6.338195469223026-235.7294499033552j,1269.2116251556668-2380.9102071480406j,100.56723046170355-1330.1173745164833j,94.3695348337734-840.658795478769j,19.95496255783866-919.7762867746321j,2.9098695821636005-241.9275629725392j,3.9509917814544324-183.99739140002893j,165.5305576952368-1489.6781218536166j,50.03828698310444-850.361686525324j,999.1865346711876-403.91439107614514j,224.5908679791087+787.7787364275831j,17.86031943606939-972.0061827931061j,49.61029416435534-949.9369919002584j
5.576923076923077E9,27.532852661698918-72.80303581349281j,29.373482111296866-970.1369828761467j,1054.917833818176-2472.7070594541515j,30.132296097141953-822.0914287095595j,50.881235947465676-860.2323708412079j,109.8782812655525-925.5132232236847j,12.105094531658674-58.33492204616229j,14.634163483054985-929.5389023745345j,19.16013018717621-718.3062855485001j,22.775269168082552-893.5365497560339j,44.247067919260104-879.715605469957j,118.05319227925165-968.3125178614509j,42.26908915357232-1007.7249009937283j,18.88252985720166-979.7564150351517j,43.01302806661831-1009.4577731056864j,37.61482594280742-890.2904758401681j,7.4330399449323235-124.97957664331064j,43.80694380966597-873.6662898230093j,72.61774819651271-848.6697508830904j,19.132481542262894-950.7807741259751j,72.23771407865505-879.6304568408988j,98.33694676612882-860.980886452185j,10.203183167139633-177.9606936929412j,68.13194178915205-996.317729754921j,35.96447623696011-926.4507500271429j,3.4764348810313814-224.44584636972658j,1132.6084794242133-1963.18877158205j,14.611655600828573-942.5031035928047j,17.074664874367084-910.668940991205j,33.882517841690344-892.3894159061027j,19.561042668991046-912.7668699031485j,24.915179830496943-990.8133616532481j,3.5220271930509384-208.73291744448466j,1.977578738421577-231.37770993917084j,20.470841640520952-972.160442509938j,29.778741018477266-829.1366248093308j,95.2428194270827-999.070655611496j,11.32946474889228-240.7178384023074j,398.1530994781592-1646.212458594218j,76.09255074314454-1185.4890215416922j,97.36904152494951-938.2626766453695j,18.519233020133-915.2821845385566j,2.5582761492178263-240.11881470976306j,4.815095039321723-175.78770664215614j,266.2543625800945-1237.4813616153217j,66.61113765975745-835.178915987594j,1880.9836306194752-519.2721116216616j,457.8065220935618+1493.907176680614j,21.001256960201385-965.1208075634262j,54.079765037813615-933.8767830243239j
5.593645484949833E9,22.017703437885707-108.36536104271016j,27.143649881738973-963.3296954672537j,384.0648543308895-1763.2911791966128j,36.25941411987441-759.2427973731811j,128.20493420061166-907.9574995568933j,163.74881244686642-930.3139420471944j,56.420105890610884-66.87017588443508j,16.799561743719913-922.5686976571994j,42.2002463892135-673.4439059762516j,18.80543993182565-887.0409091451401j,31.71064314219164-876.8840671772289j,41.379235742768586-972.2582067236102j,26.46102102960414-960.5893853107294j,19.64630985003346-969.4860826834874j,44.48183488083866-995.0015120291289j,23.894590210619565-866.7023990764453j,14.02994993916821-106.15091507844114j,43.65337550997221-855.4483396577109j,61.168045263346926-792.3265108502375j,19.622122805037165-945.0139521796342j,243.5189687104068-890.9591052425287j,77.10356876312886-842.5502734364146j,9.994674549201072-185.80486966458946j,44.658180419689636-956.375486051846j,53.85244738607534-880.9908458234374j,4.0599586727052275-220.39648806219537j,645.4289474793159-1756.7948698352654j,16.57918350086576-935.5459301810154j,24.478303499214928-902.6599247622592j,43.99829901023072-859.4128526415093j,24.352058017246534-904.8442515560414j,31.851984302232058-985.5612858451959j,2.744828416244839-204.08126805932775j,2.0033330144773482-227.9675536158249j,20.279779087938408-972.1334300430365j,26.75966638429799-818.7091575065836j,77.90159132841849-988.861178490738j,3.459659099360929-233.99234537154922j,396.01673356437834-1258.7600316762673j,181.34141241770658-971.8618990631105j,41.92881611859185-879.9551373913125j,17.749088160478824-905.0587423245017j,2.7177055051923467-237.2656599739334j,5.111079303712408-167.5511332989272j,282.94546327891845-1467.6657411904869j,109.6926371314927-864.2331087589389j,1323.118781214823-548.5055732687437j,1248.6587356258874+1449.7203616449272j,22.917963454301734-962.8795234641789j,51.28177176956085-955.7554860837865j
5.610367892976589E9,7.738076426590212-83.90263361941047j,20.81886028079313-953.5584543054266j,253.18279259359463-1502.5341899429743j,41.96782475997569-769.0456465346289j,91.8519410929886-962.9513719471352j,197.51674551744543-948.543762724082j,8.084142968010132-43.75072640801963j,14.005437149089353-916.5056279787747j,42.379090524981606-665.9994182842206j,17.469525715101422-879.1387575197581j,38.0466301871058-858.3212814174638j,54.429854824109846-931.7326533639176j,45.369540709153306-922.0808213150506j,22.097504068866204-956.6318493458754j,25.727590446813394-1017.3747032029876j,19.260332831633843-845.493257090497j,13.521682018008937-111.23584575803284j,44.02191087341329-848.4374192962761j,72.64333103879768-724.0418073711662j,21.833921614982884-927.8792276772185j,119.35832720108262-821.2502364881663j,81.70795536820783-753.5165721649178j,6.540143495028858-173.2078327587444j,33.936812429906446-935.8404029993407j,58.11401102907118-872.9270106953552j,3.123230146058907-216.51484593596584j,222.29353451729907-1513.5648456817794j,20.535766106308873-934.4961054224466j,24.091485428060032-901.4973886608948j,38.989900451708046-852.708888392894j,15.67785919801839-891.827915936294j,27.249354813516856-978.4215466988805j,3.6965898797070964-196.35183415121395j,2.177708236289962-224.2396096253649j,38.47057600858255-940.7044042092582j,26.21704776898374-799.972758062995j,167.7034681427678-1043.767184099804j,2.932579385491668-229.01130228582616j,534.7611827661306-1224.6237745684298j,132.54096220490354-1255.908642972118j,72.68647230709925-843.6435526375402j,16.278968859839274-899.8238530919639j,3.458836991106453-234.1638764120274j,5.997465712226994-158.74385963736j,196.66672432272316-1221.328185827637j,85.24536236996136-864.3034545274697j,2286.3789126146494-1220.4771990027841j,1485.1249787598122+3236.9643761891743j,26.573008436307475-961.5422234225307j,73.84560743130098-920.1607544541484j
5.627090301003345E9,7.027403475614673-53.343116542347275j,23.468825866029185-939.973456327534j,181.8777196620339-1223.4902674923424j,127.03900232189558-677.4282293987366j,75.89974891165521-947.4420253652489j,239.71496392063693-996.7671512308549j,9.211304532392406-2.7801376230569805j,17.285965254347154-904.8324279338185j,87.19083996142066-644.1939741521355j,16.027883734217898-873.0896163266357j,38.55531660195282-848.6165070272431j,54.17416272693012-923.632601536613j,29.567589987581094-915.3097842587711j,32.11314173479405-972.138515054213j,21.565502802954974-1003.5219579752264j,16.136314813943606-830.3602087938982j,10.60634952898506-93.58748244560678j,34.970352668602885-818.0470765175207j,84.03399568695059-646.6778521352625j,23.23724607193746-923.4880893052477j,127.22543187313437-814.1051550268446j,35.660510045617535-860.9966150217632j,5.029484552139118-164.20803859154887j,29.343537682403042-917.3165643422204j,41.25180093691709-873.03939100744j,2.4274966610148003-211.50751974265643j,250.69648977049093-1323.4280516628605j,18.758949889540364-922.1521804752957j,20.068245315269493-886.6958408357125j,34.35922368489771-835.7397387214407j,19.902274291976397-883.3092523721442j,33.61804317959725-981.5502501272563j,3.2772488906060513-192.7102599289674j,1.9334466319235788-220.7629849561715j,32.03629801579243-945.3133603077653j,30.26542069646525-793.7919411333035j,83.78606008779335-1037.3897360521269j,3.6806613703699314-225.49092558544692j,379.7217708308232-1169.3409578990015j,78.90825399474518-1160.5123584246858j,44.74427976112334-854.1538568944288j,20.216000627855518-893.6453764280737j,3.3120353986328688-232.3944583215956j,7.768200307026932-143.98810024176998j,160.71572780668572-1258.0476826127958j,69.39291859184124-839.8903965904977j,896.1225228759351-1578.6862058236845j,8394.754236359979-3187.9108540284815j,37.355066354178014-945.2982130107598j,51.47784631093864-957.4468317367135j
5.6438127090301E9,70.42396910981132-28.62428741086047j,28.919578193924206-931.9825078909619j,235.41482621715306-1116.9948484434974j,96.2423562056629-671.6790507010172j,118.44706080317648-972.6686120933035j,107.0169491796628-936.4414381100696j,9.958181042320732+30.03507252372793j,19.476766521191358-909.729979325493j,130.0061657696491-669.7470455855155j,16.941256740782226-860.6911642300934j,29.68219213246615-826.7928822523833j,57.04362132411018-895.5178260951407j,53.746739649904654-897.1144210259256j,30.00956170930807-968.3060111172989j,24.19498122497205-993.2787749955363j,19.79112220234326-818.8543818926206j,7.609844340333868-70.19766192541749j,28.751093959527797-829.8582586077312j,108.10712071248871-585.4675315987292j,21.055537032155296-919.5829583784744j,91.51234791998642-966.1528634040502j,38.15751586841179-813.7723445776733j,9.045134997992534-157.85483683670233j,28.289027718231036-902.467031880685j,41.140123017388994-869.2593449901883j,2.9579178593090547-205.8816163213664j,134.25408988085465-1288.8981755438567j,31.734555656645405-911.8667425550608j,32.6471139287081-880.817075147251j,25.501695882946645-828.0059401124362j,17.079617125951604-873.3497698432813j,47.09990465432909-974.3897331175424j,2.698751036903817-184.51051007269663j,2.10233909135964-216.49010520261223j,32.20892458925298-954.7514814486699j,27.301218883912668-795.3245384333225j,48.95244818103559-969.5443183917313j,3.605578342869956-221.38039830805073j,349.00173216223214-900.7963332343968j,115.75379947547052-1067.079158174499j,66.18819394531894-835.5503058046133j,19.415672400322194-885.3731619978884j,3.690195993063915-231.59961487707332j,6.643606240586039-148.41925292966187j,164.35134631219083-1075.75288422512j,70.02708579385083-814.517368254428j,619.2080622769956-1254.4243843446895j,2485.4846985609906-3031.791611672021j,23.914305344448007-941.7404075586437j,39.17679571173112-928.9429717405989j
5.660535117056856E9,6.819764282405433-34.27313606409828j,27.546443541107738-920.3008333483994j,290.74583268910436-883.7801826406383j,243.80482007148453-609.9757083284466j,208.45877092047093-951.2664164183334j,159.03855592896053-904.3920472065994j,19.257409405682544+66.81386975085306j,43.070841610425646-899.0976214993118j,188.03514173391616-625.2256426170983j,16.754266078676164-855.5966339287481j,34.21514161692197-826.4615847072179j,53.073262179893284-878.0510839601991j,38.67761779502259-886.4771314606575j,28.27747161224057-959.7390767931096j,32.944403039471034-990.8410525536641j,15.901751596607204-809.7741597766864j,14.154525370703723-40.51841203743169j,40.08236822897777-805.7447671122286j,284.783766831969-712.391589289871j,29.223788670286787-918.3147463273594j,62.88266322175543-881.4842292666171j,44.3612878292312-803.4067572348606j,6.396377510740456-141.9068438437369j,19.3805905800081-890.7245316461165j,22.5869893759419-851.963108558743j,3.63997619366782-201.46529185735324j,170.82211350278791-1085.5461497715028j,25.346970449423026-934.4916737409498j,61.862311809429045-879.650522986456j,41.640840641961645-818.9216894982775j,13.761734248378081-865.1467935090938j,52.48307230344516-977.7760207031112j,3.2033979978435903-176.95725734265932j,2.2698823284056493-212.43098195605515j,30.087385061702935-964.3646753222544j,30.53251894736371-775.0850891355184j,32.95027885742773-927.0711304138579j,2.9379072165784836-217.01323221242652j,310.7914087726866-845.2715387746944j,82.63325556623766-987.6215828152966j,45.25395560265772-827.9445633343402j,18.974984744850673-872.3352817303664j,2.24049539887254-228.65189177528552j,6.5956380331144775-130.24402584635362j,178.60809838073672-1122.8774190574736j,71.2923719475822-859.3577843326407j,455.832345939437-1091.2638342870612j,2771.757024684374-878.1457538856779j,33.78751258667652-945.815423529235j,22.083089397623695-906.9676391762026j
